imdbcode,keywords
tt5758778,"['fire', 'skyscraper', 'terrorism', 'evil man', 'prosthetic leg', 'violence', 'mirror', 'burning building', 'trapped in burning building', 'hall of mirrors']"
tt0100802,"['implanted memory', 'false memory', 'space colony', 'ambiguous ending', 'memory', 'three breasted woman', 'mutant', 'future', 'secret agent', '2080s']"
tt2094766,"['based on video game', 'assassin', 'bare chested male', 'secret society', 'spain', 'one against many', 'spanish inquisition', 'female assassin', 'time travel', 'punctuation in title']"
tt3095734,"['wilhelm scream', 'part computer animation', 'part computer animated', 'two word title', 'junkyard', 'teenage protagonist', 'teen movie', 'car dealership', 'cgi', 'love interest']"
tt4196776,"['greece', 'athens greece', 'cia', 'black ops', 'ceo', 'cia agent', 'assassin', 'repeated scene', 'hacking', 'aria hotel las vegas']"
tt0454876,"['tiger', 'india', 'journey', 'faith', 'pi', 'animal', 'bengal tiger', 'lifeboat', 'survivor', 'survival']"
tt2231461,"['based on video game', 'giant wolf', 'corporate corruption', 'destruction', 'genetic experiment', 'animal monster', 'mutant animal', 'san diego california', 'giant alligator', 'genetic mutation']"
tt1535108,"['cyberpunk', 'dystopia', 'class conflict', 'saviour', 'villainess', 'fight the system', 'messiah', 'christ figure', 'fictional war', 'social commentary']"
tt1483013,"['post apocalypse', 'cabin in the woods', 'black and white scene', 'alien invasion', 'drone', 'memory', 'erased memory', 'female nudity', 'flying through a thunderstorm', 'vertical takeoff']"
tt3717490,"['good versus evil', 'superhero', 'reboot', 'autism', 'training montage', 'villainess', 'interracial friendship', 'fight', 'based on tv series', 'alien']"
tt0093870,"['robot', 'police', 'cyborg', 'graphic violence', 'robocop', 'future', 'violence', 'weapon', 'cyborg versus robot', 'dystopia']"
tt1502712,"['troubled production', 'marvel comics', 'fantastic four', 'invisibility', 'superhero team', 'based on comic book', 'alternate dimension', 'negative zone', 'scientist', 'science fair']"
tt1341188,"['hand over mouth', 'love', 'love triangle', 'embarrassment', 'revelation', 'falling in love', 'unconventional romance', 'loss of control', 'psychological drama', 'mental breakdown']"
tt1013743,"['woman wears a bikini', 'fbi', 'cell phone trace', 'central intelligence agency agent', 'aircraft cockpit', 'woman in jeopardy', 'cell phone', 'stockholm syndrome', 'chase', 'spy']"
tt1270797,"['anti hero', 'marvel comics', 'thin attractive woman', 'tattooed trash', 'pretty legs', 'miniskirt', 'superhero', 'one word title', 'british actor playing american character', 'tartan skirt']"
tt1430132,"['promiscuous girl', 'miniskirted beauty', 'creamy legs', 'premarital sex', 'canadian', 'thigh highs', 'thigh high socks', 'short skirt with boots', 'japan', 'regeneration']"
tt2381991,"['fairy tale', 'based on fairy tale', 'dark fantasy', 'second part', 'sequel', 'male objectification', 'ravenna character', 'regina mills character', 'the huntsman character', 'season in title']"
tt1320261,"[""reference to gulliver's travels"", 'reference to gulliver', 'gulliver', 'close up of eye', 'close up of eyes', 'mouth zoom', 'travel', 'travel writer', 'shipwrecked', 'bermuda triangle']"
tt3411444,"['bull', 'bullfighting', 'farm', 'flowers', 'village', 'pasture', 'countryside', 'non violence', 'goat', 'hedgehog']"
tt5463162,"['reference to canada', 'aeroplane', 'cleavage', 'japanese girl', 'anti hero', 'taxi', 'mini dress', 'asian woman', 'based on comic book', 'marvel comics']"
tt1454468,"['space station', 'female protagonist', 'sole survivor', 'self sacrifice', 'long take', 'female hero', 'suspense', 'despair', 'panic', 'survivor']"
tt2126355,"['natural disaster', 'disaster movie', 'earthquake', 'san andreas fault', 'daughter', 'california', 'journey', 'mass casuality', 'disaster film', 'rescue']"
tt0472181,"['taxi', 'candle', 'blanket', 'jail', 'car', 'live action cgi hybrid', 'breasts growing', 'stabbed in the butt', 'butt', 'needle in butt']"
tt2908446,"['truth serum', 'on the run', 'trainhopping', 'falling from height', 'mind control', 'hand to hand combat', 'threatened suicide', 'injection', 'fight the system', 'dystopia']"
tt1253863,"['greek', 'army', 'navy', 'antiquity', '5th century b.c.', 'good versus evil', 'ancient greece', 'historical fiction', 'father son relationship', 'xerxes']"
tt1355644,"['spacecraft', 'trapped in space', 'malfunction', 'asteroid', 'hibernation', 'isolation', 'android', 'outer space', 'spaceship setting', 'spaceship']"
tt0990407,"['action hero', 'car accident', 'anti hero', 'car crash', 'car hit by a truck', 'car chase', 'troubled production', 'younger version of character', 'non comic book superhero', 'green hornet character']"
tt1935859,"['backwards time travel', 'time loop', 'time travel', 'butterfly effect', 'death of grandfather', 'year 1943', 'supernatural power', 'children', 'journey', 'supernatural child']"
tt0433035,"['robot', 'boxing', 'robot battle', 'arena', 'boxing movie', 'gym', 'boxing gym', 'montage', 'child custody', 'father son reunion']"
tt0429493,"['cia agent', 'prison escape', 'based on tv series', 'prison', 'captain', 'kissing in public', 'plan', 'helicopter', 'mahatma gandhi quotation', 'terrorism']"
tt2017020,"['based on cartoon', 'sequel', 'new york city', '3 dimensional', 'live action cgi hybrid', 'gargamel character', 'live action and animation', 'nissan', 'second part', 'rolls royce']"
tt3410834,"['tough girl', 'surveillance', 'based on novel', 'utopia', 'technology', 'time bomb', 'faked death', 'rappelling', 'cliff', 'red rain']"
tt1731141,"['future', 'alien', 'training', 'manipulation', 'leadership', 'coming of age', 'teenage hero', 'anti war', 'deception', 'preparing for battle']"
tt1219827,"['usa remake', 'remake', 'corporate corruption', 'lgbt', 'bisexual lead character', 'evil corporation', 'bisexual woman', 'masculine woman', 'bisexual', 'corrupt businessman']"
tt2283336,"['sequel', 'men in black', 'alien', 'fourth part', 'shared universe', 'secret agent', 'dance party', 'woke', 'marrakesh morocco', 'actress reprises previous role']"
tt3659388,"['astronaut', 'space habitat', 'left for dead', 'mars', 'nasa', 'presumed dead', 'stranded', 'alone', 'international cooperation', 'potato']"
tt3640424,"['nazi', 'spy', 'french', 'betrayal', 'world war two', 'secret mission', 'german spy', 'double agent', 'childbirth', 'jail']"
tt3416828,"['meteorite', 'prehistoric times', 'sid character', 'scrat character', 'manny character', 'diego character', 'saber toothed cat', 'saber toothed squirrel', 'planet', 'acorn']"
tt4649466,"['fighting', 'spy', 'sequel', 'ex boyfriend ex girlfriend relationship', 'based on comic', 'explosion', 'drug cartel', 'death', 'whiskey', 'exploding body']"
tt1620680,"['based on novel', 'space time', 'child prodigy', 'scientist', 'teenager', 'magic', 'father daughter relationship', 'bearded man', 'mean girl', 'woman in white']"
tt4701182,"['1980s', 'spin off', 'one word title', 'interspecies friendship', 'insect in title', 'year 1987', 'violence', 'prequel', 'reference to motorhead', '18 year old']"
tt1371111,"['future', 'reincarnation', 'clone', 'nonlinear timeline', 'tribe', 'karma', 'dystopia', 'slender legs', 'desirable legs', 'legs to die for']"
tt1853728,"['racial vengeance', 'racial violence', 'historically inaccurate', 'sadism', 'slavery', 'n word', 'ku klux klan', 'female nudity', 'male nudity', 'male frontal nudity']"
tt0970866,"['projectile vomiting', 'family character name in title', 'reference to pubic hair', 'woman wears a bikini', 'woman wears a bra and panties', ""woman sits on a man's lap"", 'woman wears blue lingerie', 'nurse', 'male nurse', 'suspicion']"
tt1386588,"['detective', 'police', 'new york city', 'original story', 'buddy', 'buddy cop', 'buddy movie', 'new york', 'new yorker', 'new york police']"
tt0993846,"['based on true story', 'stockbroker', 'sex in an airplane', 'female frontal nudity', 'female rear nudity', 'topless female nudity', 'fellatio', 'female nudity', 'caught masturbating', 'anal sex']"
tt0848537,"['miniature person', 'father daughter relationship', 'forest', 'sword and fantasy', 'riding a bird', 'magic', 'fantasy world', 'genie character', 'taxi', 'shooting a woman']"
tt1764651,"['anti tank missile', 'woman hits a man', 'woman murders a man', 'murderess', 'burial', 'stabbed in the heart', 'almond eyes', 'chinawoman', 'moustached man', 'thin woman']"
tt0119282,"['hercules', 'olympus', 'satyr', 'hero', 'titan', 'love', 'ancient greece', 'baby', 'self sacrifice', 'pegasus']"
tt1243957,"['tailing a suspect', 'russophobia', 'surveillance van', 'police surveillance', 'venice italy', 'rooftop chase', 'english', 'abroad', 'american', 'cell phone']"
tt1219342,"['owl', 'escape', 'soldier', 'ruler', 'barn owl', 'orphanage', 'brother versus brother', 'cgi animation', 'no opening credits', 'studio logo segues into film']"
tt6428676,"['no title at beginning', 'no opening credits', 'theme park', 'anthropomorphic bear', 'talking bear', 'anthropomorphic boar', 'talking boar', 'anthropomorphic beaver', 'talking beaver', 'anthropomorphic chimpanzee']"
tt2333784,"['mission', 'pg 13 sequel to r rated franchise', 'night cityscape', 'new york city', 'new york cityscape', 'central intelligence agency', 'central intelligence agency agent', 'dock', 'veteran', 'ring']"
tt0947810,"['cia', 'political military conspiracy', 'interrogation by torture', 'american', 'female reporter', 'speech', 'laundry drying on a clothesline', 'weapons of mass destruction', 'iraqi', 'iraq']"
tt1981128,"['near future', 'global warming', 'malfunction', 'disaster', 'failure', 'nasa', 'tsunami', 'u.s. president', 'disaster film', 'space rocket']"
tt0102685,"['surfer', 'bank robbery', 'title directed by female', 'male bonding', 'undercover', 'extreme sports', 'undercover agent', 'undercover cop', 'heist', 'bare butt']"
tt1390411,"['starvation', 'ship', 'survival', 'boat', 'disaster at sea', 'whaling', 'whale', 'disaster', 'emaciation', 'water']"
tt2209764,"['scientist', 'artificial intelligence', 'technology', 'power outage', 'consciousness', 'ghost in the machine', 'body enhancement', 'mutation', 'computer server room', 'solar farm']"
tt1571234,"['steampunk', 'post apocalypse', 'capitalism', 'social commentary', 'machine', 'dystopia', 'f rated', 'violence', 'colonialism', 'consumerism']"
tt2452042,"['peanuts', 'popularity', 'school', 'imagination', 'beagle', 'redheaded girl', 'cgi animation', 'cartoon character', 'winter', 'airplane']"
tt3513498,"['sequel', 'queen', 'spaceship', 'vampire', 'toy', 'lego', 'space opera', 'crossover', 'siblings', 'time travel']"
tt2316204,"['xenomorph', 'alien', 'android', 'future', 'alien technology', 'scientist', 'stasis', 'space travel', 'outer space', 'sequel to prequel']"
tt1661199,"['dance', 'fairy tale', 'princess', 'remake', 'pumpkin', 'prince', 'dress', 'love', 'singing', 'glass slipper']"
tt1667889,"['iceberg', 'sid character', 'scrat character', 'manny character', 'diego character', 'prehistory', 'saber toothed tiger', 'saber toothed cat', 'pirate', 'battle']"
tt1261945,"['chick flick', 'woman flashing her leg', 'voyeurism', 'voyeur', 'kissing a married woman', 'coitus', 'copulation', 'sex in bed', 'sex in a car', 'panties pulled down']"
tt7062794,['tv mini series']
tt1790886,"['slapstick comedy', 'congressman', 'north carolina', 'campaigning', 'u.s. congressman', 'bitten by snake', 'punched in the face', 'snake', 'profanity', 'f word']"
tt0477080,"['train', 'runaway train', 'train engineer', 'freight train', 'train movie', 'based on true story', 'disaster movie', 'disaster film', 'race against time', 'train conductor']"
tt0052618,"['whip', 'person on fire', 'baldness', 'talking to a horse', 'leper colony', 'masseuse', 'whipping', 'leprosy', 'roman empire', 'homoerotic subtext']"
tt1121096,"['witch', 'sword and fantasy', 'sword and sorcery', 'apprentice', 'magic', 'master apprentice relationship', 'exorcism', 'demon', 'dark fantasy', 'rolling downhill']"
tt2802144,"['spy', 'training', 'female rear nudity', 'class differences', 'death of father', 'secret organization', 'lisp', 'sliced in two', 'mentor', 'torture']"
tt1318514,"['ape', 'chimpanzee', ""alzheimer's disease"", 'when animals attack', 'fire', 'gorilla', 'golden gate bridge san francisco', 'planet of the apes', 'wilhelm scream', 'animal cruelty']"
tt1606378,"['john mcclane character', 'repeat sequel', 'subjective camera', 'central intelligence agency', 'central intelligence agency agent', 'john f. kennedy international airport', 'taxi', '2010s', 'cell phone', 'new york city']"
tt0359950,"['life magazine', 'magazine', 'photographer', 'daydream', 'x rayed skeleton', 'snow leopard', 'iceland', 'song', 'remake', 'based on short story']"
tt2283362,"['woman with a bare midriff', 'tattooed trash', 'bare midriff', 'long haired girl', 'woman with long hair', 'tank top', 'jungle', 'snake', 'british actress playing american character', 'trapped in a game']"
tt4633694,"['teenage superhero', 'interdimensional travel', 'multiverse', 'marvel comics', 'wisecrack humor', 'posthumous cameo', 'father son relationship', 'parallel world', 'graffiti', 'superhero']"
tt1568346,"['investigation', 'computer hacker', 'journalist', 'hacker', 'punk', 'forced blow job', 'serial killer', 'murder', 'topless female nudity', 'gothic']"
tt0047478,"['samurai', '16th century', 'battle', 'japan', 'epic', 'cult favorite', 'katana sword', 'village', 'bandit', 'farmer']"
tt2974918,"['alvin and the chipmunks characters', 'chipmunk', 'new orleans louisiana', 'animal protagonist', 'on the road', 'road trip', 'talking animal', 'chuck e cheese', '2010s', 'live action cgi hybrid']"
tt2120120,"['arcade game', 'alien', 'product placement', 'donkey kong', 'pac man', 'video gamer', ""patting a man's butt"", 'driving in reverse', 'chase', 'firefighter']"
tt1854564,"['male protagonist', 'close up of eyes', 'saving a life', 'hermes the greek deity', 'reference to poseidon the greek deity', 'greek deity', 'magic tree', 'sea', 'golden fleece', 'tree']"
tt3110958,"['magic', 'ambigram', 'rube goldberg machine', 'thumb drive', 'confusion', 'newscast', 'jigsaw puzzle', 'infiltrator', 'slurping a drink with a straw', 'hands tied behind back']"
tt1365519,"['hard body', 'clasp knife', 'feminine hair', 'long hair', 'based on video game', 'long haired woman', 'bacon', 'jungle', 'female protagonist', 'chase']"
